position;x;y;z
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.07;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.07;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.07;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.07;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.05;0.00;1.01
0;0.06;0.00;1.02
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.07;0.00;1.00
0;0.05;0.00;0.97
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.02
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.02
0;0.06;0.00;1.00
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.01
0;0.06;0.00;1.00
0;0.21;-0.10;1.00
2;-0.92;0.00;-0.06
2;-0.93;-0.01;-0.08
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.05
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.05
1;1.07;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.03
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.02
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.05;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.03
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.04;0.02;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.01;-0.05
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.20;0.00;-0.06
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.02
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.01;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.01;-0.04
1;1.05;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.05
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.07;0.00;-0.04
1;1.05;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.07;0.00;-0.03
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.05
1;1.06;0.00;-0.02
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.01
1;1.06;0.00;-0.04
1;1.07;0.01;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.04
1;1.07;0.00;-0.04
1;1.05;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.05;0.00;-0.03
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
1;1.06;0.01;-0.04
1;1.06;0.00;-0.04
1;1.06;0.00;-0.04
